,text,labels
3725,We don't have a good ground. //n We don't have a garden.,1
3726,We don't have a garden. //n We don't have a garden in my house.,0
3727,We don't have a garden in my house. //n We don't have a garden.,1
3728,That girl can't ride a bicycle. //n That girl can't ride a big bicycle.,0
3729,That girl can't ride a big bicycle. //n That girl can't ride a bicycle.,1
3730,That girl can't ride a bicycle. //n That girl can't ride a bicycle for bigger kids.,0
3731,That girl can't ride a bicycle for bigger kids. //n That girl can't ride a bicycle.,1
3732,That girl can't ride a bicycle. //n That girl can't ride a tall bicycle.,0
3733,That girl can't ride a tall bicycle. //n That girl can't ride a bicycle.,1
3734,That girl can't ride a bicycle. //n That girl can't ride a small bicycle.,0
3735,That girl can't ride a small bicycle. //n That girl can't ride a bicycle.,1
3736,I don't like heavy makeup on a young girl. //n I do not like heavy makeup in a female child under 18.,0
3737,I don't like heavy makeup on a female child under 18. //n I do not like heavy makeup in a young girl.,1
3738,I don't like heavy makeup on a young girl. //n I don't like heavy makeup on a young lassie.,0
3739,I don't like heavy makeup on a young girl. //n I don't like heavy makeup on a young woman.,0
3740,I haven't heard that name in years. //n I have not heard that place name in years.,0
3741,I haven't heard that name in years. //n I haven't heard that beautiful name in years.,0
3742,"No need to translate this sentence, I understand it. //n No need to search in a dictionary to translate this sentence, I understand it.",0
3743,I don't live in that city. //n I don't live in that city that you say.,0
3744,I don't live in that city. //n I don't live in that city that you believe.,0
3745,I don't live in that city. //n I don't live in that town.,0
3746,I don't live in that city. //n I don't live in that beautiful city.,0
3747,Tom didn't have enough strength to open the drawer. //n Tom didn't have enough strength and energy to open the drawer.,0
3748,Tom didn't have enough strength to open the drawer. //n Tom didn't have enough strength in his arms to open the drawer.,0
3749,Tom didn't have enough strength in his arms to open the drawer. //n Tom didn't have enough strength to open the drawer.,1
3750,Tom doesn't have a home. //n Tom doesn't have a very cute home.,0
3751,Tom doesn't have a very cute home. //n Tom doesn't have a home.,1
3752,Tom doesn't have a home. //n Tom doesn't have a house.,0
3753,Every word spoken excites its contradiction. //n Every good word spoken excites its contradiction.,0
3754,Every good word spoken excites its contradiction. //n Every word spoken excites its contradiction.,1
3755,Every word spoken excites its contradiction. //n Every text word spoken excites its contradiction.,0
3756,Every text word spoken excites its contradiction. //n Every word spoken excites its contradiction.,1
3757,Every word spoken excites its contradiction. //n Every speaker's word spoken excites its contradiction.,0
3758,Every word spoken excites its contradiction. //n Every meaningful word spoken excites its contradiction.,0
3759,Every meaningful word spoken excites its contradiction. //n Every word spoken excites its contradiction.,1
3760,Every word spoken excites its contradiction. //n Every honest word spoken excites its contradiction.,0
3761,Every honest word spoken excites its contradiction. //n Every word spoken excites its contradiction.,1
3762,He prefers to drink his coffee without sugar. //n He prefers to drink his coffee without too much sugar.,0
3763,He prefers to drink his coffee without too much sugar. //n He prefers to drink his coffee without sugar.,1
3764,He prefers to drink his coffee without sugar. //n He prefers to drink his coffee without sugar or milk.,1
3765,He prefers to drink his coffee without sugar or milk. //n He prefers to drink his coffee without sugar.,0
3766,I won't return to that terrible place. //n I won't return to that terrible dark place.,0
3767,I won't return to that terrible place. //n I won't return to that terrible damp place.,0
3768,I won't return to that terrible place. //n I won't return to that terrible city.,0
3769,I won't return to that terrible place. //n I won't return to that terrible town.,0
3770,I won't return to that terrible place. //n I won't return to that terrible area.,0
3771,I don't want to pay through the nose for a hotel room. //n I don't want to pay through the nose for a hotel small room.,0
3772,I don't want to pay through the nose for a hotel small room. //n I don't want to pay through the nose for a hotel room.,1
3773,You are no longer a child. //n You are no longer a hateful and pretentious child.,0
3774,You are no longer a hateful and pretentious child. //n You are no longer a child.,1
3775,Every man can't be an artist. //n Every single man can't be an artist.,0
3776,Every single man can't be an artist. //n Every man can't be an artist.,1
3777,"Picasso was no clown, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness. //n Picasso was no jester, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness.",0
3778,"Picasso was no clown, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness. //n Picasso was no comic figure, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness.",0
3779,He's a man who doesn't make mistakes. //n He's a man who doesn't make such mistakes.,0
3780,He's a man who doesn't make such mistakes. //n He's a man who doesn't make mistakes.,1
3781,He's a man who doesn't make mistakes. //n He's a man who doesn't make mistakes that hurt someone else.,0
3782,He's a man who doesn't make mistakes that hurt someone else. //n He's a man who doesn't make mistakes.,1
3783,Tom doesn't have much interest in outdoor sports. //n Tom doesn't have much interest in outdoor sports to play.,0
3784,Tom doesn't have much interest in outdoor sports to play. //n Tom doesn't have much interest in outdoor sports.,1
3785,Money doesn't always bring happiness. //n Money doesn't always bring happiness in the heart.,0
3786,Money doesn't always bring happiness in the heart. //n Money doesn't always bring happiness.,1
3787,He doesn't mince words. //n He doesn't mince harsh words.,0
3788,He doesn't mince harsh words. //n He doesn't mince words.,1
3789,He doesn't know Kazakh language. //n He doesn't know Kazakh beautiful language.,0
3790,He doesn't know Kazakh beautiful language. //n He doesn't know Kazakh language.,1
3791,I don't have much time for TV. //n I do not have time to watch television in the afternoon.,0
3792,I don't have much time to watch television in the afternoon. //n I do not have time for TV.,1
3793,No practical joker should be without a whoopee cushion. //n No practical good joker should be without a whoopee cushion.,0
3794,No practical good joker should be without a whoopee cushion. //n No practical joker should be without a whoopee cushion.,1
3795,No practical joker should be without a whoopee cushion. //n No practical hilarious joker should be without a whoopee cushion.,0
3796,No practical hilarious joker should be without a whoopee cushion. //n No practical joker should be without a whoopee cushion.,1
3797,He didn't give an answer to the question. //n He didn't give a convincing answer to the question.,0
3798,He didn't give a convincing answer to the question. //n He didn't give an answer to the question.,1
3799,He didn't give an answer to the question. //n He didn't give an answer in time to the question.,0
3800,He didn't give an answer in time to the question. //n He didn't give an answer to the question.,1
3801,He didn't give an answer to the question. //n He didn't give an answer that was relevant to the question.,0
3802,Money can't buy life. //n Money can't buy a person's life.,0
3803,They don't have a choice. //n They don't have a better choice.,0
3804,They don't have a better choice. //n They don't have a choice.,1
3805,They don't have a choice. //n They don't have a different choice.,0
3806,You'd better avoid discussion of religion and politics. //n You'd better avoid discussion of controversial subjects like religion and politics.,0
3807,You'd better avoid discussion of religion and politics. //n You'd better avoid discussion of catholic religion and politics.,0
3808,You'd better avoid discussion of catholic religion and politics. //n You'd better avoid discussion of religion and politics.,1
3809,You'd better avoid discussion of religion and politics. //n You'd better avoid discussion of any various religion and politics.,0
3810,"If you want a man to propose marriage, feed him well. //n If you want a man to propose surprising marriage, feed him well.",0
3811,"If you want a man to propose marriage, feed him well. //n If you want a man to propose fast marriage, feed him well.",0
3812,The world began without man and shall end without him. //n The world began without mankind and shall end without him.,0
3813,The world began without man and shall end without him. //n The world began without man in it and shall end without him.,0
3814,The villagers have done without electricity for a long time. //n The villagers have done without electricity in their home for a long time.,0
3815,The villagers have done without electricity in their home for a long time. //n The villagers have done without electricity for a long time.,1
3816,"He lied, without hesitation. //n He lied, without hesitation and uneasiness.",0
3817,"He lied, without hesitation. //n He lied, without any hesitation.",0
3818,"He lied, without hesitation. //n He lied, without initial hesitation.",0
3819,"He lied, without initial hesitation. //n He lied, without hesitation.",1
3820,I don't like cops. //n I don't like rude cops.,0
3821,I don't like rude cops. //n I don't like cops.,1
3822,Jane didn't die a natural death. //n Jane didn't die a natural death with no pain.,0
3823,Jane didn't die a natural death with no pain. //n Jane didn't die a natural death.,1
3824,I can't eat chocolate! //n I can't eat black chocolate!,0
3825,I can't eat black chocolate! //n I can't eat chocolate!,1
3826,All American bills are similar in color. //n All American dollar bills are similar in color.,0
3827,Not a day passes without traffic accidents. //n Not a day passes without scary traffic accidents.,0
3828,Not a day passes without scary traffic accidents. //n Not a day passes without traffic accidents.,1
3829,He can't have told a lie. //n He can't have told a falsehood.,0
3830,He can't have told a lie. //n He can't have told a lie in any way.,0
3831,She doesn't drink coffee. //n She doesn't drink milky coffee.,0
3832,She doesn't drink milky coffee. //n She doesn't drink coffee.,1
3833,I don't like eggs. //n I don't like chicken eggs.,0
3834,I don't like chicken eggs. //n I don't like eggs.,1
3835,"If human life is convex, we can optimize it. //n If human life is unusual and convex, we can optimize it.",0
3836,You can't say that word in my country! //n You can't say that bad word in my country!,0
3837,You can't say that word in my country! //n You can't say that horrible word in my country!,0
3838,Winners don't use drugs. //n Winners don't use damaged drugs.,0
3839,I don't like novels without heroes. //n I don't like old novels without heroes.,0
3840,I don't like old novels without heroes. //n I don't like novels without heroes.,1
3841,I don't like novels without heroes. //n I don't like new novels without heroes.,0
3842,I don't like new novels without heroes. //n I don't like novels without heroes.,1
3843,I don't like novels without heroes. //n I don't like funny novels without heroes.,0
3844,I don't like funny novels without heroes. //n I don't like novels without heroes.,1
3845,I don't like novels without heroes. //n I don't like books without heroes.,0
3846,I don't like novels without heroes. //n I don't like writings without heroes.,0
3847,I don't like novels without heroes. //n I don't like recent works of literature without heroes.,0
3848,I don't like recent works of literature without heroes. //n I don't like novels without heroes.,1
3849,I've never played golf. //n I've never played golf professionally.,0
3850,I've never played golf professionally. //n I've never played golf.,1
3851,I've never played golf. //n I've never played golf with instructor.,0
3852,I've never played golf with instructor. //n I've never played golf.,1
3853,I don't want to miss happy hour. //n I don't want to miss happy hour today.,0
3854,I don't want to miss happy hour today. //n I don't want to miss happy hour.,1
3855,I don't want to miss happy hour. //n I don't want to miss happy hour tomorrow.,0
3856,I don't want to miss happy hour. //n I don't want to miss happy hour for cake.,0
3857,I don't want to miss happy hour for cake. //n I don't want to miss happy hour.,1
3858,I don't want to miss happy hour. //n I don't want to miss happy breakfast hour.,0
3859,I don't want to miss happy breakfast hour. //n I don't want to miss happy hour.,1
3860,I don't want to miss happy hour. //n I don't want to miss happy hour to enjoy with my friends.,0
3861,I don't want to miss happy hour to enjoy with my friends. //n I don't want to miss happy hour.,1
3862,My children refuse to eat fish. //n My children refuse to eat red fish.,0
3863,My children refuse to eat red fish. //n My children refuse to eat fish.,1
3864,My children refuse to eat fish. //n My children refuse to eat sea fish.,0
3865,My children refuse to eat sea fish. //n My children refuse to eat fish.,1
3866,My children refuse to eat fish. //n My children refuse to eat river fish.,0
3867,My children refuse to eat river fish. //n My children refuse to eat fish.,1
3868,My children refuse to eat fish. //n My children refuse to eat the tuna fish.,0
3869,My children refuse to eat the tuna fish. //n My children refuse to eat fish.,1
3870,My children refuse to eat fish. //n My children refuse to eat the delicious fish.,0
3871,She has no right to do this. //n She has no right and authority to do this.,0
3872,She has no right to do this. //n She has no claimed right to do this.,0
3873,She has no right to do this. //n She has no given right to do this.,0
3874,Every nunnery has its own rules. //n Every nunnery in italy has its own rules.,0
3875,Every nunnery in italy has its own rules. //n Every nunnery in italy has its own rules.,1
3876,"For the time being, I don't have a plan. //n For the time being, I don't have a good plan.",0
3877,"For the time being, I don't have a good plan. //n For the time being, I don't have a plan.",1
3878,"For the time being, I don't have a plan. //n For the time being, I don't have an ideal plan.",0
3879,"For the time being, I don't have an ideal plan. //n For the time being, I don't have a plan.",1
3880,"For the time being, I don't have a plan. //n For the time being, I don't have a plan yet.",0
3881,"For the time being, I don't have a plan. //n For the time being, I don't have a plan for my family.",0
3882,"For the time being, I don't have a plan for my family. //n For the time being, I don't have a plan.",1
3883,"For the time being, I don't have a plan. //n For the time being, I don't have a plan or project going on.",0
3884,Tom couldn't find a good place to hide. //n Tom couldn't find a good place away from your house to hide.,0
3885,Tom couldn't find a good place away from your house to hide. //n Tom couldn't find a good place to hide.,1
3886,Tom couldn't find a good place to hide. //n Tom couldn't find a good and big place to hide.,0
3887,Tom couldn't find a good place to hide. //n Tom couldn't find a good and cute place to hide.,0
3888,He didn't learn anything in school. //n He didn't learn anything in junior high school.,0
3889,He didn't learn anything in junior high school. //n He didn't learn anything in school.,1
3890,Cameras don't tend to capture reality. //n Cameras don't tend to capture reality and truth.,0
3891,Cameras don't tend to capture reality. //n Cameras don't tend to capture reality and live motion.,0
3892,Cameras don't tend to capture reality. //n Cameras don't tend to capture sad reality.,0
3893,I don't want to get anyone in trouble. //n I don't want to get anyone in big trouble.,0
3894,I don't want to get anyone in trouble. //n I don't want to get anyone in unexpected trouble.,0
3895,It is not tea but coffee that I want. //n It is not green tea but coffee that I want.,0
3896,It is not tea but coffee that I want. //n It is not herbal tea but coffee that I want.,0
3897,It is not tea but coffee that I want. //n It is not a cup of tea but coffee that I want.,0
3898,It is not tea but coffee that I want. //n It is not tea this afternoon but coffee that I want.,0
3899,It isn't much fun going mountain climbing by yourself. //n It isn't much fun and exciting going mountain climbing by yourself.,0
3900,It isn't much fun going mountain climbing by yourself. //n It isn't much fun for me going mountain climbing by yourself.,0
3901,It isn't much fun going mountain climbing by yourself. //n It isn't much entertainment going mountain climbing by yourself.,0
3902,It isn't much fun going mountain climbing by yourself. //n It isn't much joy going mountain climbing by yourself.,0
3903,I don't need a lecture. //n I don't need a great lecture.,0
3904,I don't need a great lecture. //n I don't need a lecture.,1
3905,I don't need a lecture. //n I don't need a long lecture.,0
3906,I don't need a long lecture. //n I don't need a long lecture.,1
3907,I don't need a lecture. //n I don't need a complicated lecture.,0
3908,I don't need a complicated lecture. //n I don't need a lecture.,1
3909,This letter bears no signature. //n This letter bears no signature here.,0
3910,This letter bears no signature here. //n This letter bears no signature.,1
3911,No child should be left behind. //n No poor boy should be left behind.,0
3912,No poor boy should be left behind. //n No child should be left behind.,1
3913,No child should be left behind. //n No poor child should be left behind.,0
3914,No poor child should be left behind. //n No child should be left behind.,1
3915,No child should be left behind. //n No sick child should be left behind.,0
3916,No sick child should be left behind. //n No child should be left behind.,1
3917,No child should be left behind. //n No cute child should be left behind.,0
3918,No cute child should be left behind. //n No child should be left behind.,1
3919,No child should be left behind. //n No little child should be left behind.,0
3920,No little child should be left behind. //n No child should be left behind.,1
3921,Tom won't be extradited to Australia. //n Tom won't be extradited to Australia this week.,0
3922,Tom won't be extradited to Australia this week. //n Tom won't be extradited to Australia.,1
3923,Tom won't be extradited to Australia. //n Tom won't be extradited to his country Australia.,0
3924,Tom won't be extradited to Australia. //n Tom won't be extradited to the faraway country of Australia.,0
3925,Tom won't be extradited to the faraway country of Australia. //n Tom won't be extradited to Australia.,1
3926,Tom won't be extradited to Australia. //n Tom won't be extradited to Australia this year.,0
3927,Tom won't be extradited to Australia this year. //n Tom won't be extradited to Australia.,1
3928,It wasn't a permission. //n It wasn't a permission from her father.,0
3929,It wasn't a permission. //n It wasn't a permission or consent.,0
3930,I can't afford to buy a car. //n I can't afford to buy a fanciful car.,0
3931,I can't afford to buy a fanciful car. //n I can't afford to buy a car.,1
3932,I can't afford to buy a car. //n I can't afford to buy a good car.,0
3933,I can't afford to buy a good car. //n I can't afford to buy a car.,1
3934,I can't afford to buy a car. //n I can't afford to buy a new car.,0
3935,I can't afford to buy a new car. //n I can't afford to buy a car.,1
3936,I can't afford to buy a car. //n I can't afford to buy an expensive car.,0
3937,I can't afford to buy an expensive car. //n I can't afford to buy a car.,1
3938,It was only a nightmare. //n It was only a terrible nightmare.,0
3939,It was only a nightmare. //n It was only a horrible nightmare.,0
3940,It was only a nightmare. //n It was only a ridiculous nightmare.,0
3941,I can live without water. //n I can live without much water.,0
3942,I can live without much water. //n I can live without water.,1
3943,I can live without water. //n I can live without sterilized water.,0
3944,I can live without sterilized water. //n I can live without water.,1
3945,I can live without water. //n I can live without cold water.,0
3946,I can live without cold water. //n I can live without water.,1
3947,Prince Hamletwasn't a play-wright. //n Prince Hamletwasn't a dramatist.,0
3948,Life is no bed of roses. //n Life is no comfortable bed of roses.,0
3949,I could never afford a house as nice as that. //n I could never afford a big house as nice as that.,0
3950,I could never afford a big house as nice as that. //n I could never afford a house as nice as that.,1
3951,I could never afford a house as nice as that. //n I could never afford a beach house as nice as that.,0
3952,I could never afford a beach house as nice as that. //n I could never afford a house as nice as that.,1
3953,I could never afford a house as nice as that. //n I could never afford a colorful house as nice as that.,0
3954,I could never afford a colorful house as nice as that. //n I could never afford a house as nice as that.,1
3955,I don't speak Portuguese. //n I don't speak Brazilian Portuguese.,0
3956,I don't speak Brazilian Portuguese. //n I don't speak Portuguese.,1
3957,I don't want to tempt fate. //n I don't want to tempt your dangerous fate.,0
3958,I don't want to tempt your dangerous fate. //n I don't want to tempt  fate.,1
3959,I don't want to tempt fate. //n I don't want to tempt my big fate.,0
3960,I don't want to tempt my big fate. //n I don't want to tempt fate.,1
3961,I don't want to tempt fate. //n I don't want to tempt the funny fate.,0
3962,I don't want to tempt the funny fate. //n I don't want to tempt fate.,1
3963,I don't want to tempt fate. //n I don't want to tempt fate in my life.,0
3964,Every man has seen the wall that limits his mind. //n Every young man has seen the wall that limits his mind.,0
3965,Every man has seen the wall that limits his mind. //n Every wise man has seen the wall that limits his mind.,0
3966,Tom doesn't play soccer. //n Tom doesn't play football.,0
3967,Tom doesn't play soccer. //n Tom doesn't play soccer in Japan anymore.,0
3968,Tom doesn't play soccer in Japan anymore. //n Tom doesn't play soccer.,1
3969,Tom doesn't play soccer. //n Tom doesn't play soccer on Sunday.,0
3970,Tom doesn't play soccer on Sunday. //n Tom doesn't play soccer.,1
3971,Tom doesn't play soccer. //n Tom doesn't play soccer tonight.,0
3972,Tom doesn't play soccer tonight. //n Tom doesn't play soccer.,1
3973,She refused to speak English. //n She refused to speak English frequently.,0
3974,She refused to speak English frequently. //n She refused to speak English.,1
3975,She refused to speak English. //n She refused to speak English correctly.,0
3976,She refused to speak English correctly. //n She refused to speak English.,1
3977,She refused to speak English. //n She refused to speak English with us.,0
3978,She refused to speak English with us. //n She refused to speak English.,1
3979,I won't play second fiddle for anyone. //n I won't play second strange fiddle for anyone.,0
3980,I won't play second strange fiddle for anyone. //n I won't play second fiddle for anyone.,1
3981,Every spectator buys a ticket. //n Every good spectator buys a ticket.,0
3982,Every good spectator buys a ticket. //n Every spectator buys a ticket.,1
3983,Every spectator buys a ticket. //n Every nice spectator buys a ticket.,0
3984,Every nice spectator buys a ticket. //n Every spectator buys a ticket.,1
3985,Every spectator buys a ticket. //n Every honest spectator buys a ticket.,0
3986,Every honest spectator buys a ticket. //n Every spectator buys a ticket.,1
3987,Every spectator buys a ticket. //n Every person who is a female spectator buys a ticket.,0
3988,Every person who is a female spectator buys a ticket. //n Every spectator buys a ticket.,1
3989,You shouldn't spend the whole day in front of the box! //n You shouldn't spend the whole day in house in front of the box!,0
3990,I had no choice but to take the plane. //n I took the plane because I had no choice.,0
3991,"If you can not enjoy solitude, you can not enjoy the company of others. //n If you can not enjoy solitude, you can not enjoy the company of neighbors.",0
3992,"If you can not enjoy solitude, you can not enjoy the company of others. //n If you can not enjoy solitude, you can not enjoy the company of others persons.",0
3993,Tom has never had a good job. //n Tom has never had a good job in his field of expertise.,0
3994,Tom has never had a good job in his field of expertise. //n Tom has never had a good job.,1
3995,Tom has never had a good job. //n Tom has never had a good job that he liked.,0
3996,Tom has never had a good job that he liked. //n Tom has never had a good job.,1
3997,Tom wasn't in the mood for lunch. //n Tom wasn't in the mood for a long lunch.,0
3998,Tom wasn't in the mood for a long lunch. //n Tom wasn't in the mood for lunch.,1
3999,Tom didn't even say thanks. //n Tom didn't even say thanks or greetings.,0
4000,Optimism is merely a lack of information. //n Optimism is merely a lack of realistic information.,0
4001,Optimism is merely a lack of information. //n Optimism is merely a lack of true information.,0
4002,Optimism is merely a lack of information. //n Optimism is merely a lack of information at all.,0
4003,Optimism is merely a lack of information. //n Optimism is merely a lack of useful information.,0
4004,Optimism is merely a lack of information. //n Optimism is merely a lack of significant information.,0
4005,I don't have a knife. //n I don't have a good knife.,0
4006,I don't have a good knife. //n I don't have a knife.,1
4007,I don't have a knife. //n I don't have a meat knife.,0
4008,I don't have a meat knife. //n I don't have a knife.,1
4009,I don't have a knife. //n I don't have a new knife.,0
4010,I don't have a new knife. //n I don't have a knife.,1
4011,I don't have a knife. //n I don't have a sharp knife.,0
4012,I don't have a sharp knife. //n I don't have a knife.,1
4013,It doesn't take a lot. //n It doesn't take a lot to get a move on it.,0
4014,She seldom goes to that sort of place. //n She seldom goes to that sort of fancy area.,0
4015,She seldom goes to that sort of fancy area. //n She seldom goes to that sort of place.,1
4016,She's never fallen in love. //n She's never fallen in true love.,0
4017,She's never fallen in true love. //n She's never fallen in love.,1
4018,She's never fallen in love. //n She's never fallen in love in her lifetime.,0
4019,She's never fallen in love. //n She's never fallen in love with anyone.,0
4020,She's never fallen in love. //n She's never fallen in love with her whole heart.,0
4021,She's never fallen in love. //n She's never fallen in love wholeheartedly.,0
4022,Tom didn't even have enough money to buy a cup of coffee. //n Tom didn't even have enough money to buy a cup of white coffee.,0
4023,Tom didn't even have enough money to buy a cup of white coffee. //n Tom didn't even have enough money to buy a cup of coffee.,1
4024,Darkness is the absence of light. //n Darkness is the absence of light that illuminates everything.,0
4025,We didn't find a weapon. //n We didn't find a usable weapon.,0
4026,We didn't find a weapon. //n We didn't find a lethal weapon.,0
4027,We didn't find a weapon. //n We didn't find a nuclear weapon.,0
4028,No creature can live without air. //n No living creature can live without air.,0
4029,No creature can live without air. //n No living creature as I know can live without air.,0
4030,No creature can live without air. //n No creature at all can live without air.,0
4031,No creature can live without air. //n No animal can live without air.,0
4032,Tom had no choice but to grin and bear it. //n Tom had no alternative choice but to grin and bear it.,0
4033,Tom had no choice but to grin and bear it. //n Tom had no worse choice but to grin and bear it.,0
4034,Tom had no choice but to grin and bear it. //n Tom had no choice or alternative but to grin and bear it.,0
4035,I wouldn't mind a cup of coffee. //n I wouldn't mind a drink of coffee.,0
4036,I wouldn't mind a cup of coffee. //n I wouldn't mind a mug of coffee.,0
4037,I wouldn't mind a cup of coffee. //n Wouldn't mind a glass of coffee.,0
4038,She had no tissues to wipe away her tears. //n She had no napkin to wipe away her tears.,0
4039,She had no tissues to wipe away her tears. //n She had no usable tissues to wipe away her tears.,0
4040,She had no tissues to wipe away her tears. //n She had no dry tissues to wipe away her tears.,0
4041,She had no tissues to wipe away her tears. //n She had no very needful tissues to wipe away her tears.,0
4042,"If you want a man to propose marriage, feed him well. //n If you want a guy to propose marriage, feed him well.",0
4043,"If you want a man to propose marriage, feed him well. //n If you want a gentleman to propose marriage, feed him well.",0
4044,"If you want a man to propose marriage, feed him well. //n If you want a husband to propose marriage, feed him well.",0
4045,"If you want a man to propose marriage, feed him well. //n If you want a good man to propose marriage, feed him well.",0
4046,"If you want a man to propose marriage, feed him well. //n If you want a young man to propose marriage, feed him well.",0
4047,Tom doesn't have cable TV. //n Tom doesn't have standard cable TV.,0
4048,Tom doesn't have cable TV. //n Tom doesn't have conventional cable TV.,0
4049,Tom doesn't have cable TV. //n Tom doesn't have new cable TV.,0
4050,Tom doesn't have new cable TV. //n Tom doesn't have cable TV.,1
4051,He didn't say a word. //n He didn't say a word at the meeting.,0
4052,I don't expect help. //n I don't expect any help.,0
4053,I don't expect help. //n I don't expect somebody to help.,0
4054,I don't expect help. //n I don't expect help from my family.,0
4055,I don't expect help from my family. //n I don't expect help.,1
4056,Integrity has no need of rules. //n Integrity has no need of rules and manners.,0
4057,He is no match for me in tennis. //n He is no single match for me in tennis.,0
4058,I can't seem to quit smoking. //n I can't seem to quit smoking even though the doctor said so.,0
4059,I can't seem to quit smoking. //n I can't seem to quit smoking tobacco.,0
4060,He doesn't take vacations. //n He doesn't take summer holidays.,0
4061,He doesn't take vacations. //n He doesn't take vacations in December.,0
4062,He doesn't take vacations. //n He doesn't take vacations for this year.,0
4063,Tom thought Mary wouldn't want to live in Boston. //n Tom thought Mary wouldn't want to live in the center of Boston.,0
4064,Tom thought Mary wouldn't want to live in Boston. //n Tom thought Mary wouldn't want to live in a big city like Boston.,0
4065,Tom thought Mary wouldn't want to live in Boston. //n Tom thought Mary wouldn't want to live in is such a congested area like Boston.,0
4066,Tom thought Mary wouldn't want to live in Boston. //n Tom thought Mary wouldn't want to live away from her family in Boston.,0
4067,Tom doesn't pay attention in class. //n Tom doesn't pay attention to teachers in class.,0
4068,I don't have a clue. //n I don't have a genuine clue.,0
4069,I don't have a clue. //n I don't have a clue to offer you to proceed.,0
4070,I don't have a clue. //n I don't have a clue or idea.,0
4071,I don't have a clue. //n I don't have a clue about it.,0
4072,I don't have a clue. //n I don't have a single clue.,0
4073,She doesn't smoke and she doesn't drink vodka. //n She doesn't smoke and she doesn't drink flavored vodka.,0
4074,She doesn't smoke and she doesn't drink vodka. //n She doesn't smoke and she doesn't drink cheap vodka.,0
4075,I hope that this isn't a mistake. //n I hope that this isn't a big mistake.,0
4076,I don't have a fever. //n I don't have a high fever.,0
4077,I don't have a  igh fever. //n I don't have a fever.,1
4078,Pedro doesn't have a sister. //n Pedro doesn't have a female relative.,0
4079,Tom doesn't like cats. //n Tom does not like cats in the house.,0
4080,Tom doesn't like cats in the house. //n Tom does not like cats.,1
4081,"If you don't like the service, don't leave a tip. //n If you don't like the service, don't leave a large tip.",0
4082,Tom doesn't have enough time for a cup of coffee. //n Tom doesn't have enough time for a cup of instant coffee.,0
4083,I can't speak a word of German. //n I can't speak a single word of German.,0
4084,He doesn't drink coffee. //n He doesn't drink black coffee.,0
4085,He doesn't drink black coffee. //n He doesn't drink coffee.,1
4086,I don't like that guy. //n I don't like that arrogant guy.,0
4087,One thing a married man should never forget is his wedding anniversary. //n One thing a married older man should never forget is his wedding anniversary.,0
4088,"If I had been a bird, i could have flown to you. //n If I had been a bird that can fly, i could have flown to you.",0
4089,"If I had been a bird, i could have flown to you. //n If I had been a bird on the sky, i could have flown to you.",0
4090,Tom hasn't played the piano in years. //n Tom hasn't played the piano in many years.,0
4091,Tom hasn't played the piano in years. //n Tom hasn't played the piano in two years.,0
4092,Tom hasn't played the piano in years. //n Tom hasn't played the piano in years since i was a child.,0
4093,Tom hasn't played the piano in years. //n Tom hasn't played the piano in too many years.,0
4094,Tom said he wouldn't want to live in Boston. //n Tom said he wouldn't want to live in city of Boston.,0
4095,Tom said he wouldn't want to live in Boston. //n Tom said he wouldn't want to live in beautiful Boston.,0
4096,"Tom didn't want justice, he wanted revenge. //n Tom didn't want only justice, he wanted revenge.",0
4097,"Tom didn't want justice, he wanted revenge. //n Tom didn't want justice for himself, he wanted revenge.",0
4098,"Tom didn't want justice, he wanted revenge. //n Tom didn't want fair justice, he wanted revenge.",0
4099,One swallow doesn't make a spring. //n One swallow doesn't make a spring at the tree.,0
4100,She doesn't have a computer. //n She doesn't have a fast computer.,0
4101,She doesn't have a fast computer. //n She doesn't have a computer.,1
4102,A rapper without bling is like a pope without a crucifix. //n A rapper without bling is like a pope without an incomplete crucifix.,0
4103,Tom doesn't like asking for help. //n Tom doesn't like asking for help from his parents.,0
4104,Tom doesn't like asking for help from his parents. //n Tom doesn't like asking for help.,1
4105,Tom doesn't like asking for help. //n Tom doesn't like asking for help in times of trouble.,0
4106,Tom doesn't like asking for help. //n Tom doesn't like asking for any help.,0
4107,Tom doesn't like asking for help. //n Tom doesn't like asking for some help.,0
4108,Tom doesn't like asking for help. //n Tom doesn't like to ask for cooperation from others.,0
4109,Tom doesn't like asking for help. //n Tom doesn't like to ask for assistance in his things.,0
4110,I wouldn't like to meet him in a dark place. //n I wouldn't like to meet him in a dark site.,0
4111,I wouldn't like to meet him in a dark place. //n I wouldn't like to meet him in a dark area.,0
4112,I wouldn't like to meet him in a dark place. //n I wouldn't like to meet him in a dark spot.,0
4113,No passengers were killed in the accident. //n No passengers who were with us were killed in the accident.,0
4114,Tom doesn't drink coffee. //n Tom doesn't drink filter coffee.,0
4115,Tom doesn't drink filter coffee. //n Tom doesn't drink coffee.,1
4116,We can't afford to buy a new car. //n We can't afford to buy a new manual car.,0
4117,We can't afford to buy a new manual car. //n We can't afford to buy a new car.,1
4118,It's no use asking me for money. //n It's no use asking me and Tom for money.,0
4119,It's no use asking me for money. //n It's no good asking me for money.,0
